ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
210000453,"02/13/2021, 7:00:00 am","02/17/2021, 4:35:16 am",PALO ALTO,CA,94304,300 Block PASTEUR DR,RMS: MISSING ADULT/MISC,Other,MISSING ADULT/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-13 10:26:00
210000449,"02/13/2021, 8:00:00 am","02/17/2021, 4:35:15 am",PALO ALTO,CA,94301,200 Block KIPLING ST,RMS: VEHICLE/STORED,Traffic,VEHICLE/STORED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-13 01:00:00
210000448,"02/12/2021, 3:02:00 pm","02/17/2021, 4:35:15 am",PALO ALTO,CA,94303,2100 Block E BAYSHORE RD,RMS: TRAFFIC/SUSPENDED LICENSE,Traffic,TRAFFIC/SUSPENDED LICENSE</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-12 08:02:00
210000445,"02/12/2021, 6:04:00 pm","02/17/2021, 4:35:15 am",PALO ALTO,CA,94306,1800 Block PARK BLVD,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-12 11:04:00
210000436,"02/11/2021, 7:20:00 pm","02/17/2021, 4:35:14 am",PALO ALTO,CA,94301,1900 Block WAVERLEY ST,RMS: BURGLARY/RESIDENTIAL,Breaking & Entering,BURGLARY/RESIDENTIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-11 13:37:00
210000432,"02/11/2021, 7:30:00 pm","02/17/2021, 4:35:13 am",PALO ALTO,CA,94301,1400 Block EDGEWOOD DR,RMS: VEHICLE/IMPOUNDED,Traffic,VEHICLE/IMPOUNDED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-11 12:30:00
210000361,"02/04/2021, 9:23:00 pm","02/13/2021, 3:14:26 am",PALO ALTO,CA,94303,2000 Block BLOCK E BAYSHORE RD,RMS: ACCIDENT MINOR INJURY,Traffic,ACCIDENT MINOR INJURY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-04 14:23:00
210000442,"02/12/2021, 1:00:00 am","02/13/2021, 3:14:00 am",PALO ALTO,CA,94306,2600 Block MIDDLEFIELD RD,RMS: ANIMAL/ATTACK,Proactive Policing,ANIMAL/ATTACK</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-11 18:00:00
210000441,"02/11/2021, 12:00:00 am","02/13/2021, 3:13:59 am",PALO ALTO,CA,94301,600 Block CHANNING AV,RMS: THEFT PETTY/AUTO ACCESSORY,Theft from Vehicle,THEFT PETTY/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-11 17:51:00
210000440,"02/11/2021, 9:00:00 pm","02/13/2021, 3:13:59 am",PALO ALTO,CA,94306,3100 Block BLOCK MIDDLEFIELD RD,RMS: MISDEMEANOR/HIT & RUN,Traffic,MISDEMEANOR/HIT & RUN</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-11 14:00:00
210000437,"02/03/2021, 11:00:00 pm","02/13/2021, 3:13:59 am",PALO ALTO,CA,94301,100 Block MELVILLE AV,RMS: CHILD ABUSE/PHYSICAL,Other,CHILD ABUSE/PHYSICAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-04 18:27:00
210000429,"02/11/2021, 2:00:00 pm","02/13/2021, 3:13:59 am",PALO ALTO,CA,94303,100 Block LOIS LN,RMS: MISSING ADULT/LOCATE,Other,MISSING ADULT/LOCATE</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-11 07:00:00
210000425,"02/11/2021, 1:38:00 am","02/13/2021, 3:13:58 am",PALO ALTO,CA,94306,1500 Block EL CAMINO REAL,RMS: ACCIDENT PROPERTY DAMAGE,Traffic,ACCIDENT PROPERTY DAMAGE</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-10 18:38:00
210000423,"02/10/2021, 3:30:00 pm","02/13/2021, 3:13:58 am",PALO ALTO,CA,94306,3400 Block MURDOCH DR,RMS: ELDER ABUSE/FINANCIAL,Other,ELDER ABUSE/FINANCIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-10 15:10:00
210000422,"02/10/2021, 8:45:00 pm","02/13/2021, 3:13:58 am",PALO ALTO,CA,94304,700 Block WELCH RD,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-10 13:45:00
210000417,"02/10/2021, 4:13:00 am","02/13/2021, 3:13:57 am",PALO ALTO,CA,94303,800 Block SAN ANTONIO RD,RMS: ROBBERY/ARMED,Robbery,ROBBERY/ARMED</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-02-09 21:16:00
218000103,"01/21/2021, 4:15:00 pm","02/12/2021, 3:17:22 am",PALO ALTO,CA,94306,700 Block MATADERO AV,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-11 09:32:00
218000102,"02/10/2021, 8:00:00 am","02/12/2021, 3:17:22 am",PALO ALTO,CA,94306,3000 Block EMERSON ST,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-10 16:24:00
218000099,"02/07/2021, 6:50:00 pm","02/12/2021, 3:17:38 am",PALO ALTO,CA,94306,CLEMO AV & ARASTRADERO RD,RMS: LOST PROPERTY/MISC,Property Crime,LOST PROPERTY/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-08 21:16:00
218000098,"02/08/2021, 7:01:00 am","02/12/2021, 3:17:37 am",PALO ALTO,CA,94303,900 Block ELSINORE DR,RMS: THEFT PETTY/FROM AUTO,Theft from Vehicle,THEFT PETTY/FROM AUTO</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-09 18:57:00
218000100,"02/05/2021, 9:00:00 am","02/12/2021, 3:17:38 am",PALO ALTO,CA,94306,3400 Block MIDDLEFIELD RD,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-08 12:05:00
218000097,"02/06/2021, 5:05:00 pm","02/12/2021, 3:17:37 am",PALO ALTO,CA,94301,200 Block HAWTHORNE AV,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-06 11:13:00
218000096,"02/05/2021, 1:00:00 pm","02/12/2021, 3:17:37 am",PALO ALTO,CA,94025,100 Block EL CAMINO REAL,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-06 10:28:00
218000095,"02/05/2021, 7:15:00 pm","02/12/2021, 3:17:37 am",PALO ALTO,CA,94301,200 Block HAWTHORNE AV,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-05 18:50:00
210000428,"02/11/2021, 6:33:00 am","02/12/2021, 3:17:29 am",PALO ALTO,CA,94306,CHURCHILL AV & ALMA ST,RMS: DUI ADULT/MISC,Traffic,DUI ADULT/MISC</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-02-10 23:33:00
210000426,"02/11/2021, 3:30:00 am","02/12/2021, 3:17:29 am",PALO ALTO,CA,94303,800 Block MARSHALL DR,RMS: SICK & CARED FOR/MISC,Emergency,SICK & CARED FOR/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-10 20:36:00
210000424,"02/09/2021, 2:30:00 am","02/12/2021, 3:17:29 am",PALO ALTO,CA,94304,3300 Block HILLVIEW AV,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-10 16:19:00
210000384,"02/07/2021, 5:19:00 pm","02/12/2021, 3:18:11 am",PALO ALTO,CA,94306,3000 Block BLOCK EL CAMINO REAL,RMS: TRAFFIC/SUSPENDED LICENSE,Traffic,TRAFFIC/SUSPENDED LICENSE</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-02-07 10:19:00
210000365,"02/05/2021, 4:37:00 am","02/12/2021, 3:18:08 am",PALO ALTO,CA,94301,ALMA ST & LINCOLN AV,RMS: DUI ADULT/ACCIDENT,Traffic,DUI ADULT/ACCIDENT</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-02-04 21:37:00
210000347,"02/03/2021, 3:41:00 pm","02/12/2021, 3:18:05 am",PALO ALTO,CA,94306,2700 Block EL CAMINO REAL,RMS: SICK & CARED FOR/MISC,Emergency,SICK & CARED FOR/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-03 08:41:00
218000094,"02/03/2021, 2:45:00 am","02/12/2021, 3:17:36 am",PALO ALTO,CA,94304,300 Block PASTEUR DR,RMS: THEFT GRAND/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-03 13:25:00
210000421,"02/10/2021, 3:33:00 pm","02/12/2021, 3:17:29 am",PALO ALTO,CA,94303,1700 Block HAMILTON AV,RMS: TRAFFIC/STOLEN/LOST PLATE,Traffic,TRAFFIC/STOLEN/LOST PLATE</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-10 08:33:00
210000420,"02/10/2021, 9:27:00 am","02/12/2021, 3:17:28 am",PALO ALTO,CA,94303,3800 Block NATHAN WAY,RMS: THEFT GRAND ATT/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND ATT/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-10 02:30:00
210000419,"02/10/2021, 9:00:00 am","02/12/2021, 3:17:28 am",PALO ALTO,CA,94303,2500 Block W BAYSHORE RD,RMS: THEFT GRAND ATT/AUTO ACCESSORY,Theft from Vehicle,THEFT GRAND ATT/AUTO ACCESSORY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-10 02:20:00
210000411,"01/31/2021, 5:56:00 am","02/12/2021, 3:17:27 am",PORTOLA VALLEY,CA,94062,19500 Block SKYLINE BLVD,RMS: OUTSIDE INVESTIGATION/MISC,Proactive Policing,OUTSIDE INVESTIGATION/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-30 22:56:00
210000364,"02/05/2021, 4:00:00 am","02/11/2021, 4:28:42 am",PALO ALTO,CA,94306,300 Block CURTNER AV,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-04 21:00:00
210000416,"02/10/2021, 12:12:00 am","02/11/2021, 4:27:03 am",PALO ALTO,CA,94301,500 Block WEBSTER ST,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-09 17:12:00
210000415,"02/09/2021, 11:15:00 pm","02/11/2021, 4:27:03 am",PALO ALTO,CA,94306,EMBARCADERO RD & EL CAMINO REAL,RMS: ACCIDENT PROPERTY DAMAGE,Traffic,ACCIDENT PROPERTY DAMAGE</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-09 16:15:00
210000413,"02/09/2021, 8:35:00 pm","02/11/2021, 4:27:02 am",PALO ALTO,CA,94306,400 Block PEPPER AV,RMS: VEHICLE/STORED,Traffic,VEHICLE/STORED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-09 13:35:00
210000412,"02/09/2021, 7:50:00 pm","02/11/2021, 4:27:02 am",PALO ALTO,CA,94303,4000 Block MIDDLEFIELD RD,RMS: CASUALTY/FALL,Emergency,CASUALTY/FALL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-09 12:55:00
210000409,"02/09/2021, 4:41:00 pm","02/11/2021, 4:27:28 am",PALO ALTO,CA,94306,3100 Block BLOCK EL CAMINO REAL,RMS: VEHICLE/IMPOUNDED,Traffic,VEHICLE/IMPOUNDED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-09 09:41:00
210000407,"02/09/2021, 3:30:00 pm","02/11/2021, 4:27:27 am",PALO ALTO,CA,94306,1900 Block EL CAMINO REAL,RMS: VEHICLE/STORED,Traffic,VEHICLE/STORED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-09 08:30:00
210000406,"02/09/2021, 3:35:00 pm","02/11/2021, 4:27:27 am",PALO ALTO,CA,94306,1900 Block BLOCK EL CAMINO REAL,RMS: VEHICLE/IMPOUNDED,Traffic,VEHICLE/IMPOUNDED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-09 08:35:00
210000405,"02/09/2021, 3:30:00 pm","02/11/2021, 4:27:26 am",PALO ALTO,CA,95050,1700 Block EL CAMINO REAL,RMS: VEHICLE/STORED,Traffic,VEHICLE/STORED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-09 08:30:00
210000404,"02/09/2021, 3:50:00 pm","02/11/2021, 4:27:26 am",PALO ALTO,CA,94306,1900 Block EL CAMINO REAL,RMS: VEHICLE/STORED,Traffic,VEHICLE/STORED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-09 08:50:00
210000403,"02/09/2021, 1:04:00 pm","02/11/2021, 4:27:25 am",PALO ALTO,CA,94301,500 Block HIGH ST,RMS: ARSON/MISC,Other,ARSON/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-09 06:04:00
210000399,"02/09/2021, 1:53:00 am","02/11/2021, 4:27:23 am",PALO ALTO,CA,94301,1500 Block UNIVERSITY AV,RMS: ACCIDENT MINOR INJURY,Traffic,ACCIDENT MINOR INJURY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-08 18:53:00
210000390,"02/08/2021, 6:00:00 pm","02/11/2021, 4:28:51 am",PALO ALTO,CA,94306,3000 Block EL CAMINO REAL,RMS: BICYCLE/SAFEKEEPING,Traffic,BICYCLE/SAFEKEEPING</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-08 11:00:00
210000388,"02/08/2021, 4:09:00 am","02/11/2021, 4:28:51 am",PALO ALTO,CA,94301,700 Block ALMA ST,RMS: DOMESTIC VIOLENCE/BATTERY,Other,DOMESTIC VIOLENCE/BATTERY</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-02-07 21:09:00
210000329,"02/01/2021, 4:15:00 pm","02/11/2021, 4:28:27 am",PALO ALTO,CA,94304,3400 Block DEER CREEK RD,RMS: VEHICLE/RECOVERED,Vehicle Recovery,VEHICLE/RECOVERED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-01 09:15:00
210000402,"02/09/2021, 5:15:00 am","02/10/2021, 4:12:13 am",PALO ALTO,CA,94306,500 Block GEORGIA AV,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-02-08 22:15:00
210000401,"02/09/2021, 4:00:00 am","02/10/2021, 4:12:12 am",PALO ALTO,CA,94306,500 Block GEORGIA AV,RMS: PENAL CODE/DISOBEY COURT ORDER,Quality of Life,PENAL CODE/DISOBEY COURT ORDER</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-02-08 21:02:00
210000400,"02/09/2021, 1:00:00 am","02/10/2021, 4:12:12 am",PALO ALTO,CA,94306,4200 Block RICKEYS WAY,RMS: VANDALISM/FELONY,Property Crime,VANDALISM/FELONY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-08 18:39:00
210000398,"02/09/2021, 12:38:00 am","02/10/2021, 4:12:11 am",PALO ALTO,CA,94301,800 Block EL CAMINO REAL,RMS: BURGLARY/COMMERCIAL,Breaking & Entering,BURGLARY/COMMERCIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-08 18:20:00
210000397,"01/27/2021, 11:00:00 pm","02/10/2021, 4:12:11 am",PALO ALTO,CA,94303,2700 Block MIDTOWN CT,RMS: THEFT GRAND/MISC,Theft,THEFT GRAND/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-08 17:46:00
210000396,"02/01/2021, 7:00:00 pm","02/10/2021, 4:12:11 am",PALO ALTO,CA,94301,300 Block PALO ALTO AV,RMS: ELDER ABUSE/PHYSICAL,Other,ELDER ABUSE/PHYSICAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-08 14:56:00
210000392,"02/08/2021, 5:24:00 pm","02/10/2021, 4:12:10 am",PALO ALTO,CA,94306,1600 Block EL CAMINO REAL,RMS: VEHICLE/IMPOUNDED,Traffic,VEHICLE/IMPOUNDED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-08 10:24:00
210000391,"02/08/2021, 5:51:00 pm","02/10/2021, 4:12:09 am",PALO ALTO,CA,94303,1900 Block GENG RD,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-02-08 10:51:00
210000386,"02/07/2021, 5:17:00 pm","02/10/2021, 4:12:09 am",PALO ALTO,CA,94304,1800 Block SAND HILL RD,RMS: SICK & CARED FOR/MISC,Emergency,SICK & CARED FOR/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-07 10:17:00
210000387,"02/07/2021, 10:58:00 pm","02/10/2021, 4:12:09 am",PALO ALTO,CA,94306,W CHARLESTON RD & WILKIE WAY,RMS: ACCIDENT MINOR INJURY,Traffic,ACCIDENT MINOR INJURY</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-07 15:58:00
210000385,"02/07/2021, 6:35:00 pm","02/10/2021, 4:12:08 am",PALO ALTO,CA,94303,3800 Block ROSS RD,RMS: UNATTENDED DEATH/MISC,Other,UNATTENDED DEATH/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-07 11:35:00
210000381,"02/07/2021, 7:26:00 am","02/10/2021, 4:12:08 am",PALO ALTO,CA,94306,3000 Block EL CAMINO REAL,RMS: PENAL CODE/FALSE INFO TO POLIC,Quality of Life,PENAL CODE/FALSE INFO TO POLIC</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-02-07 00:27:00
210000379,"02/06/2021, 8:02:00 pm","02/10/2021, 4:12:07 am",PALO ALTO,CA,94306,3100 Block MIDDLEFIELD RD,RMS: THEFT GRAND/SHOPLIFT,Theft,THEFT GRAND/SHOPLIFT</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-06 13:46:00
210000377,"02/06/2021, 12:30:00 pm","02/10/2021, 4:12:06 am",PALO ALTO,CA,94301,400 Block WAVERLEY ST,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-02-06 06:06:00
210000372,"01/28/2021, 11:12:00 pm","02/10/2021, 4:12:04 am",PALO ALTO,CA,94301,800 Block WEBSTER ST,RMS: ELDER ABUSE/FINANCIAL,Other,ELDER ABUSE/FINANCIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-05 14:15:00
210000298,"01/29/2021, 11:51:00 pm","02/10/2021, 4:11:42 am",PALO ALTO,CA,94301,700 Block RAMONA ST,RMS: PROWLER/MISC,Proactive Policing,PROWLER/MISC</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-01-29 16:51:00
210000293,"01/29/2021, 8:57:00 pm","02/10/2021, 4:11:41 am",PALO ALTO,CA,94301,400 Block LYTTON AV,RMS: THEFT PETTY/FROM AUTO,Theft from Vehicle,THEFT PETTY/FROM AUTO</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-01-29 13:57:00
210000383,"02/07/2021, 3:08:00 pm","02/09/2021, 4:07:47 am",PALO ALTO,CA,94306,4100 Block BYRON ST,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-07 08:10:00
210000380,"02/06/2021, 10:45:00 pm","02/09/2021, 4:07:47 am",PALO ALTO,CA,94303,900 Block VAN AUKEN CIR,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-06 16:04:00
210000378,"01/30/2021, 6:00:00 pm","02/09/2021, 4:07:47 am",PALO ALTO,CA,94303,2400 Block W BAYSHORE RD,RMS: TRAFFIC/STOLEN/LOST PLATE,Traffic,TRAFFIC/STOLEN/LOST PLATE</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-06 10:41:00
210000375,"02/06/2021, 1:30:00 am","02/09/2021, 4:07:46 am",PALO ALTO,CA,94025,100 Block EL CAMINO REAL,RMS: BURGLARY/SHOPLIFT,Breaking & Entering,BURGLARY/SHOPLIFT</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-05 18:52:00
210000374,"02/06/2021, 1:31:00 am","02/09/2021, 4:07:46 am",PALO ALTO,CA,94301,300 Block EVERETT AV,RMS: SUICIDE JUVENILE ATTEMPT/MISC,Emergency,SUICIDE JUVENILE ATTEMPT/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-05 18:31:00
210000373,"02/05/2021, 11:38:00 pm","02/09/2021, 4:07:46 am",PALO ALTO,CA,94303,ST FRANCIS DR & EMBARCADERO RD,RMS: ACCIDENT PROPERTY DAMAGE,Traffic,ACCIDENT PROPERTY DAMAGE</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-05 16:38:00
210000371,"02/04/2021, 10:00:00 pm","02/09/2021, 4:07:46 am",PALO ALTO,CA,94306,3700 Block REDWOOD CIR,RMS: BURGLARY/RESIDENTIAL,Breaking & Entering,BURGLARY/RESIDENTIAL</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-05 13:43:00
210000370,"02/05/2021, 8:03:00 pm","02/09/2021, 4:07:46 am",PALO ALTO,CA,94306,500 Block LOMA VERDE AV,RMS: VEHICLE/STORED,Traffic,VEHICLE/STORED</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-05 13:03:00
210000369,"02/05/2021, 6:46:00 pm","02/09/2021, 4:07:45 am",PALO ALTO,CA,94301,300 Block EL CAMINO REAL,RMS: WARRANT/OTHER AGENCY,Proactive Policing,WARRANT/OTHER AGENCY</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-02-05 11:46:00
210000368,"02/05/2021, 1:36:00 pm","02/09/2021, 4:07:45 am",PALO ALTO,CA,94301,400 Block BRYANT ST,RMS: VANDALISM/MISDEMEANOR,Property Crime,VANDALISM/MISDEMEANOR</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-05 06:36:00
210000320,"01/07/2021, 7:24:00 am","02/09/2021, 4:07:36 am",PALO ALTO,CA,94303,3700 Block MIDDLEFIELD RD,RMS: PSYCH SUBJECT,Emergency,PSYCH SUBJECT</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-07 00:24:00
210000312,"01/31/2021, 4:50:00 am","02/09/2021, 4:07:34 am",PALO ALTO,CA,94301,EMBARCADERO RD & BRYANT ST,RMS: FOUND PROPERTY/MISC,Property Crime,FOUND PROPERTY/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-30 21:57:00
210000306,"01/30/2021, 6:27:00 pm","02/09/2021, 4:07:33 am",PALO ALTO,CA,94301,400 Block WAVERLEY ST,RMS: PENAL CODE/MISC,Other,PENAL CODE/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-30 11:27:00
210000302,"01/30/2021, 8:52:00 am","02/09/2021, 4:07:32 am",PALO ALTO,CA,94306,500 Block VISTA AV,RMS: F&W/CONCEALED WEAPON,Other,F&W/CONCEALED WEAPON</br><b>Disposition: </b>ARREST/BOOKED<br /><b>Report Date: </b>2021-01-30 03:33:00
210000295,"01/29/2021, 10:53:00 pm","02/09/2021, 4:07:31 am",PALO ALTO,CA,94304,1100 Block WELCH RD,RMS: ACCIDENT PROPERTY DAMAGE,Traffic,ACCIDENT PROPERTY DAMAGE</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-29 15:53:00
210000275,"01/27/2021, 5:00:00 pm","02/09/2021, 4:07:26 am",PALO ALTO,CA,94301,200 Block HAMILTON AV,RMS: THEFT GRAND/MISC,Theft,THEFT GRAND/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-01-28 11:00:00
210000363,"02/05/2021, 2:10:00 am","02/06/2021, 4:00:55 am",PALO ALTO,CA,94025,100 Block EL CAMINO REAL,RMS: THEFT PETTY/SHOPLIFT,Theft,THEFT PETTY/SHOPLIFT</br><b>Disposition: </b>MISD. CITATION<br /><b>Report Date: </b>2021-02-04 20:30:00
210000362,"01/23/2021, 8:00:00 pm","02/06/2021, 4:00:55 am",PALO ALTO,CA,94306,500 Block THAIN WAY,RMS: IDENTITY THEFT/FRAUD,Proactive Policing,IDENTITY THEFT/FRAUD</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-04 16:00:00
210000360,"02/03/2021, 8:03:00 am","02/06/2021, 4:00:55 am",PALO ALTO,CA,94306,2000 Block PARK BLVD,RMS: THEFT PETTY/MISC,Theft,THEFT PETTY/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-04 11:26:00
210000359,"01/28/2021, 3:18:00 am","02/06/2021, 4:00:55 am",PALO ALTO,CA,94306,600 Block LOS ROBLES AV,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-04 12:00:00
210000358,"01/06/2021, 10:00:00 pm","02/06/2021, 4:00:54 am",PALO ALTO,CA,94306,600 Block LOS ROBLES AV,RMS: THEFT PETTY/BIKE/BIKE PARTS,Theft,THEFT PETTY/BIKE/BIKE PARTS</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-04 09:33:00
210000357,"02/04/2021, 4:05:00 pm","02/06/2021, 4:00:54 am",PALO ALTO,CA,94303,800 Block E CHARLESTON RD,RMS: SUICIDE ADULT ATTEMPT/MISC,Emergency,SUICIDE ADULT ATTEMPT/MISC</br><b>Disposition: </b>REPORT MADE<br /><b>Report Date: </b>2021-02-04 09:05:00
