PK,CCR,HIERARCHY,INCIDENTTIME,incident_year,incident_month,incident_day_of_week,incident_time_12hr,incident_hour,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
248252532,21050318,0,2021-03-25T16:57:00Z,2021,March,Thursday,04:57 PM,04 PM,"1000 Block Stanhope St Pittsburgh, PA 15204",N,Sheraden,6,99,9997 Overdose Death,2022,2,5,-80.0629182919523,40.4570865293271
248258215,21050528,10,2021-03-26T00:06:00Z,2021,March,Friday,12:06 AM,12 AM,"400 Block Suncrest St Pittsburgh, PA 15210",Y,Knoxville,3,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",3001,3,5,-79.9949923486726,40.411189507211
248259170,21050571,27,2021-03-26T00:30:00Z,2021,March,Friday,12:30 AM,12 AM,"5th Ave & Stevenson St Pittsburgh, PA 15219",N,Bluff,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 9999 9999 - (Misc. Incident):,103,6,3,-79.9864656933491,40.4386152271779
248270330,21050659,0,2021-03-26T04:35:00Z,2021,March,Friday,04:35 AM,04 AM,"300 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,99,"6501(a)(1) Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters",201,,,-80.0581533364063,40.5044573772531
248272667,21050672,99,2021-03-26T05:36:00Z,2021,March,Friday,05:36 AM,05 AM,"Strawberry Way & Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.9987998327963,40.4427239633949
249182752,21059290,18,2021-04-08T01:21:00Z,2021,April,Thursday,01:21 AM,01 AM,"Saw Mill Run Blvd & Crane Ave Pittsburgh, PA 15226",Y,Mount Washington,3,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16% / 1786 Required Financial Responsibility. / 3802(a)(1) DUI - General Impairment / 1501 Drivers Required to be Licensed.,1914,4,5,-80.0145843460984,40.4170990738553
249307846,21060202,6,2021-04-09T02:44:00Z,2021,April,Friday,02:44 AM,02 AM,"200 Block Clover St Pittsburgh, PA 15210",N,Arlington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1603,3,3,-79.9716158727632,40.4159458400318
-3314056602,21048586,99,2021-03-23T04:33:00Z,2021,March,Tuesday,04:33 AM,04 AM,"30 Block Pasadena St Pittsburgh, PA 15211",N,Mount Washington,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1807,3,5,-80.0021647322289,40.4247642794253
248174126,21049693,99,2021-03-24T19:47:00Z,2021,March,Wednesday,07:47 PM,07 PM,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2620,1,1,-79.992041845149,40.4653596489546
248340062,21051516,6,2021-03-27T10:00:00Z,2021,March,Saturday,10:00 AM,10 AM,"700 Block Bellefonte St Pittsburgh, PA 15232",N,Shadyside,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,703,8,2,-79.934781420633,40.4522578681499
248344951,21051545,14,2021-03-27T11:00:00Z,2021,March,Saturday,11:00 AM,11 AM,"Reed St & Vine St Pittsburgh, PA 15219",N,Crawford-Roberts,2,CRIM MISCHIEF,3304 Criminal Mischief.,305,6,3,-79.9839269688289,40.4398979156052
248347867,21051613,0,2021-03-27T13:13:00Z,2021,March,Saturday,01:13 PM,01 PM,"3800 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,99,9993 PFA Service with Weapons Supplement,2708,1,1,-80.0356961105039,40.484558043147
248347995,21051584,6,2021-03-27T03:00:00Z,2021,March,Saturday,03:00 AM,03 AM,"400 Block Stanwix St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-80.0039886127867,40.4408500373462
248350966,21051622,6,2021-03-27T12:00:00Z,2021,March,Saturday,12:00 PM,12 PM,"7200 Block Hermitage St Pittsburgh, PA 15208",N,Homewood North,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1302,9,2,-79.8951528065961,40.4599975529862
248353707,21051626,14,2021-03-27T11:30:00Z,2021,March,Saturday,11:30 AM,11 AM,"2100 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,CRIM MISCHIEF,3304 Criminal Mischief.,1306,9,2,-79.8740675554629,40.4532044463424
248357968,21051790,6,2021-03-24T17:00:00Z,2021,March,Wednesday,05:00 PM,05 PM,"Ulysses St & Grandview Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1903,2,5,-80.011895733327,40.4348828414176
248362513,21051910,99,2021-03-27T20:20:00Z,2021,March,Saturday,08:20 PM,08 PM,"900 Block Saw Mill Run Blvd Pittsburgh, PA 15226",N,Bon Air,3,LOST PROPERTY,9504 Lost Property,1806,2,5,-80.0228567519789,40.426952035298
249268503,21059779,18,2021-04-08T17:16:00Z,2021,April,Thursday,05:16 PM,05 PM,"2nd Ave & Mansion St Pittsburgh, PA 15207",Y,Hazelwood,4,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 6308 Investigation by Police Officers / 4703 Operation of Vehicle without Official Certif. of Inspection / 4107(b)(2) Vehicle Equipment Standards / 1786 Required Financial Responsibility. / 3809(a) Restriction on Alcoholic Beverages in Vehicle / 3714 Careless Driving / 4706 Prohib. on Expend. for Emission Insp Prog.. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1501 Drivers Required to be Licensed.,1515,5,3,-79.9423131148547,40.4037199470593
249353608,21060648,0,2021-04-09T20:09:00Z,2021,April,Friday,08:09 PM,08 PM,"1800 Block Cliff St Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.9855107290877,40.4462003306265
249365327,21060804,5,2021-04-10T00:12:00Z,2021,April,Saturday,12:12 AM,12 AM,"5100 Block Blair St Pittsburgh, PA 15207",Y,Hazelwood,4,BURGLARY,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 5104 Resisting Arrest or Other Law Enforcement.,1501,5,3,-79.9464580047679,40.4065376745053
247752022,21043563,0,2021-03-15T08:07:00Z,2021,March,Monday,08:07 AM,08 AM,"4700 Block Friendship Ave Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 (Misc. Local Ordinance):,809,7,2,-79.9489186338279,40.4634927561358
247752320,21046866,99,2021-03-20T10:35:00Z,2021,March,Saturday,10:35 AM,10 AM,"2300 Block Saranac Ave Pittsburgh, PA 15216",N,Beechview,6,FOUND PROPERTY,9489 Found Property,1920,4,5,-80.0272854529653,40.4026323239919
247756456,21046919,0,2021-03-20T13:00:00Z,2021,March,Saturday,01:00 PM,01 PM,"6300 Block St Marie St Pittsburgh, PA 15206",N,Highland Park,5,99,9999 9999 - (Misc. Incident):,1106,9,2,-79.9162023215471,40.4675351872558
247767473,21047015,10,2021-03-20T16:21:00Z,2021,March,Saturday,04:21 PM,04 PM,"2200 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 3503(b)(1)(i) Actual Communication,1609,3,3,-79.9745181768241,40.4282431397251
247828847,21047500,14,2021-03-21T11:05:00Z,2021,March,Sunday,11:05 AM,11 AM,"2400 Block Bedford Ave Pittsburgh, PA 15219",Y,Bedford Dwellings,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 2709(a)(4) Harassment Communicates Prohibited Acts,201,6,3,-79.9742739984904,40.4496143418734
247864688,21047797,0,2021-03-21T20:33:00Z,2021,March,Sunday,08:33 PM,08 PM,"Sandusky St & General Robinson St E Pittsburgh, PA 15212",N,North Shore,1,99,9998 Overdose Other,2205,1,6,-80.0022802722935,40.4486346658672
248174727,21049819,29,2021-03-24T22:12:00Z,2021,March,Wednesday,10:12 PM,10 PM,"5200 Block Carnegie St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,RUNAWAYS - JUVENILE,029 Missing Juvenile,1011,7,2,-79.953468750008,40.4798719541807
249276743,21059906,6,2021-04-08T18:30:00Z,2021,April,Thursday,06:30 PM,06 PM,"Chartiers Ave & Straka St Pittsburgh, PA 15204",N,Sheraden,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2018,2,5,-80.0545266061459,40.4526132309516
249324221,21060348,27,2021-04-02T13:30:00Z,2021,April,Friday,01:30 PM,01 PM,"20th St & Spring Way Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.9836259701127,40.4508330013124
249325301,21060375,0,2021-04-09T12:30:00Z,2021,April,Friday,12:30 PM,12 PM,"2300 Block Jane St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): Eyewitness Account of Hit & Run,1609,3,3,-79.9726581872676,40.4257834528673
249328138,21060392,6,2021-04-09T12:30:00Z,2021,April,Friday,12:30 PM,12 PM,"1100 Block Clippert Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1918,4,5,-80.0151621818146,40.3912849742915
249366529,21060867,10,2021-04-10T01:41:00Z,2021,April,Saturday,01:41 AM,01 AM,"200 Block Southern Ave Pittsburgh, PA 15211",Y,Mount Washington,3,SIMPLE ASSAULT,2701 Simple Assault.,1915,2,5,-80.0108639068144,40.4243705777301
249392787,21061231,10,2021-04-09T01:50:00Z,2021,April,Friday,01:50 AM,01 AM,"1500 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,SIMPLE ASSAULT,2701 Simple Assault.,1702,3,3,-79.9833100173741,40.4286928036566
249397107,21061355,99,2021-04-10T18:34:00Z,2021,April,Saturday,06:34 PM,06 PM,"Marshall Ave & California Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2704,1,1,-80.0309707187485,40.462420021478
249404903,21060917,27,2021-04-10T02:45:00Z,2021,April,Saturday,02:45 AM,02 AM,"Forbes Ave & Morewood Ave Pittsburgh, PA 15213",N,Squirrel Hill North,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1401,8,3,-79.9430046520408,40.4446549984928
248052805,21048827,99,2021-03-23T14:43:00Z,2021,March,Tuesday,02:43 PM,02 PM,"4600 Block Liberty Cswy Pittsburgh, PA 15224",Y,Bloomfield,5,ACCIDENTAL FIRE,9018 Accidental Fire,903,7,2,-79.9508853954945,40.4624106947672
248254237,21050253,6,2021-03-25T17:00:00Z,2021,March,Thursday,05:00 PM,05 PM,"500 Block Herron Ave Pittsburgh, PA 15219",N,Middle Hill,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,501,6,3,-79.9648973214943,40.4488583555232
248355680,21051754,6,2021-03-27T15:30:00Z,2021,March,Saturday,03:30 PM,03 PM,"Vine St & Foreside Pl Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,305,6,3,-79.984454863495,40.440645571451
248358185,21051791,6,2021-03-27T14:00:00Z,2021,March,Saturday,02:00 PM,02 PM,"3900 Block Winterburn Ave Pittsburgh, PA 15207",N,Greenfield,4,THEFT FROM AUTO,3934 Theft from Vehicle,1516,5,3,-79.9400042551387,40.42784130379
248359129,21051881,10,2021-03-27T18:30:00Z,2021,March,Saturday,06:30 PM,06 PM,"400 Block Oak Hill Dr Pittsburgh, PA 15213",N,Terrace Village,2,HARRASSMENT,2709 Harassment (Non-Specific) / 7611 Unlawful Use of Computer,510,6,3,-79.9696700853153,40.4421119178117
248324886,21051324,10,2021-03-27T01:20:00Z,2021,March,Saturday,01:20 AM,01 AM,"100 Block Charles St Pittsburgh, PA 15210",N,Knoxville,3,SIMPLE ASSAULT,2701 Simple Assault.,3001,3,5,-79.988182545885,40.4166475121147
248352327,21051181,18,2021-03-26T21:13:00Z,2021,March,Friday,09:13 PM,09 PM,"100 Block Glen Caladh St Pittsburgh, PA 15207",Y,Hazelwood,4,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 5503 Disorderly Conduct.,1515,,,-79.9070515422022,40.4038336224549
248380925,21052180,0,2021-03-28T06:58:00Z,2021,March,Sunday,06:58 AM,06 AM,"800 Block Norwich Ave Pittsburgh, PA 15226",N,Brookline,6,99,9998 Overdose Other,1918,4,5,-80.0245087660893,40.3912450852929
248385071,21051609,26,2021-03-27T13:10:00Z,2021,March,Saturday,01:10 PM,01 PM,"1100 Block Lincoln Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,RETALIATION FOR PAST OFF ACTION,4703 Operation of Vehicle without Official Certif. of Inspection / 9124 Drug Investigation / 4706 Prohib. on Expend. for Emission Insp Prog.. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4524 Windshield Obstructions and Wipers. / 1301 Registration and Certificate of Title Required.,1203,9,2,-79.9000465962757,40.4642436265259
248399953,21052517,26,2021-03-28T19:34:00Z,2021,March,Sunday,07:34 PM,07 PM,"1600 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,103,6,3,-79.9838080970159,40.4383581600989
248401138,21052379,10,2021-03-28T16:48:00Z,2021,March,Sunday,04:48 PM,04 PM,"500 Block Menges St Pittsburgh, PA 15204",N,Sheraden,6,RECKLESSLY ENDANGER ANOTH PER,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2705 Recklessly Endangering Another Person. / 607.03 Discharging Firearm or Airgun,2018,2,5,-80.0575065425334,40.4594068426805
249420035,21061757,0,2021-04-11T10:25:00Z,2021,April,Sunday,10:25 AM,10 AM,"2nd Ave & Tipton St Pittsburgh, PA 15207",Y,Hazelwood,4,99,4914(A) False Identification to Law Enforcement / 1786 Required Financial Responsibility. / 1301 Registration and Certificate of Title Required. / 1372 Unauthorized Transfer or Use of Registration.,1515,5,3,-79.9434826344693,40.4078762537749
249523831,21062683,5,2021-04-12T08:00:00Z,2021,April,Monday,08:00 AM,08 AM,"300 Block Sylvania Ave Pittsburgh, PA 15210",N,Beltzhoover,3,BURGLARY,3502 Burglary.,1809,3,5,-80.0022037239273,40.4172131217015
248371505,21051978,21,2021-03-27T23:21:00Z,2021,March,Saturday,11:21 PM,11 PM,"2500 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment,2904,4,3,-79.9811511391941,40.3866924905732
248372206,21052055,27,2021-03-27T23:00:00Z,2021,March,Saturday,11:00 PM,11 PM,"100 Block Lytton Ave Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,403,8,3,-79.954633101577,40.4461006201583
248372637,21052092,24,2021-03-28T01:55:00Z,2021,March,Sunday,01:55 AM,01 AM,"6800 Block Kelly St Pittsburgh, PA 15208",N,Homewood West,5,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 5507 Obstructing Highways and Passages. / 9992 Governor's Order Violation / 3354 Additional Parking Regulations.,1207,9,2,-79.9061805661239,40.4574680497039
248373767,21052023,18,2021-03-28T00:30:00Z,2021,March,Sunday,12:30 AM,12 AM,"3100 Block Liberty Ave Pittsburgh, PA 15201",N,Polish Hill,2,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance,605,7,6,-79.970706713169,40.4587868325361
248373789,21052062,0,2021-03-28T01:19:00Z,2021,March,Sunday,01:19 AM,01 AM,"1700 Block Wrights Way Pittsburgh, PA 15203",Y,South Side Flats,3,99,607.03 Discharging Firearm or Airgun,1702,3,3,-79.9819637738771,40.4293337786306
248374122,21052111,27,2021-03-27T22:40:00Z,2021,March,Saturday,10:40 PM,10 PM,"5700 Block Bryant St Pittsburgh, PA 15206",N,Highland Park,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1102,7,2,-79.9211413297919,40.4759853009843
-3344083061,21052249,14,2021-03-28T10:00:00Z,2021,March,Sunday,10:00 AM,10 AM,"100 Block W Sycamore St Pittsburgh, PA 15211",N,Mount Washington,3,CRIM MISCHIEF,3304 Criminal Mischief.,1914,2,5,-80.0217082314607,40.4341540634539
248387061,21052268,27,2021-03-28T11:11:00Z,2021,March,Sunday,11:11 AM,11 AM,"Forbes Ave & Beechwood Blvd Pittsburgh, PA 15217",N,Squirrel Hill North,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1403,5,3,-79.9161482032307,40.4380436492428
248392296,21052197,15,2021-03-28T08:23:00Z,2021,March,Sunday,08:23 AM,08 AM,"Parkhurst St & Boyle St Pittsburgh, PA 15212",Y,Central North Side,1,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 3354 Additional Parking Regulations.",2206,1,1,-80.0060947978887,40.456804108708
249357707,21060640,18,2021-04-09T20:43:00Z,2021,April,Friday,08:43 PM,08 PM,"4000 Block Butler St Pittsburgh, PA 15201",Y,Central Lawrenceville,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant,902,7,2,-79.9616807037037,40.4687010518457
249376821,21060946,10,2021-04-10T03:53:00Z,2021,April,Saturday,03:53 AM,03 AM,"2100 Block Wharton St Pittsburgh, PA 15203",Y,South Side Flats,3,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3802(a)(1) DUI - General Impairment / 3742 Accidents Involving Death or Personal Injury / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3742.1 Accident Involv. Death/Inj. While not Licensed / 3802(a)(1) DUI - General Impairment,1609,3,3,-79.9756669066692,40.4300920719162
249380421,21061024,0,2021-04-09T12:45:00Z,2021,April,Friday,12:45 PM,12 PM,"7600 Block Frankstown Ave Pittsburgh, PA 15221",N,Homewood South,5,99,2709(a)(2) Harassment by Following Person in Public Place(s),1304,9,2,-79.8899923158022,40.4559504015839
249383964,21061140,11,2021-04-10T13:00:00Z,2021,April,Saturday,01:00 PM,01 PM,"1100 Block Smallman St Pittsburgh, PA 15222",N,Strip District,2,THEFT BY DECEPTION,3922 Theft by Deception.,203,7,6,-79.9935642386456,40.4460104298083
249392595,21061219,0,2021-04-10T15:33:00Z,2021,April,Saturday,03:33 PM,03 PM,"1300 Block N Lang Ave Pittsburgh, PA 15208",N,Homewood North,5,99,8106 Shots Fired,1301,9,2,-79.8975344637686,40.4614365136299
247822721,21047429,0,2021-03-21T07:49:00Z,2021,March,Sunday,07:49 AM,07 AM,"200 Block Steuben St Pittsburgh, PA 15220",N,Elliott,6,99,9999 9999 - (Misc. Incident):,2020,2,5,-80.0361576913681,40.4415082123659
247825936,21047479,99,2021-03-21T10:03:00Z,2021,March,Sunday,10:03 AM,10 AM,"20 Block Bailey Ave Pittsburgh, PA 15211",N,Mount Washington,3,FOUND DRUGS,9017 Found Drugs,1807,3,5,-80.0049238597881,40.4267009632189
247828533,21047499,99,2021-03-21T11:04:00Z,2021,March,Sunday,11:04 AM,11 AM,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,FOUND PROPERTY,9489 Found Property,201,6,6,-79.9974088316752,40.4415332222525
248176433,21049843,10,2021-03-24T23:00:00Z,2021,March,Wednesday,11:00 PM,11 PM,"2500 Block Chauncey Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT,2709(a) Harassment.,509,6,3,-79.9738397090324,40.4509833047534
248248577,21050371,0,2021-03-25T18:34:00Z,2021,March,Thursday,06:34 PM,06 PM,"S 7th St & E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,99,9998 Overdose Other,1702,3,3,-79.9922421320497,40.428625654172
249257487,21050312,0,2021-03-25T16:37:00Z,2021,March,Thursday,04:37 PM,04 PM,"100 Block Hazlett St Pittsburgh, PA 15214",N,Northview Heights,1,99,9999 9999 - (Misc. Incident):,2609,1,1,-80.0016475315907,40.4771220938326
249320620,21055550,18,2021-04-09T11:15:00Z,2021,April,Friday,11:15 AM,11 AM,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Bloomfield,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,802,6,6,-79.9960409452176,40.4350395659105
249329477,21060373,10,2021-04-09T12:25:00Z,2021,April,Friday,12:25 PM,12 PM,"600 Block Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,201,6,6,-80.0017928321911,40.4425929172081
249337466,21059724,0,2021-04-08T16:30:00Z,2021,April,Thursday,04:30 PM,04 PM,"80 Block Baldwick Rd Pittsburgh, PA 15205",N,Oakwood,6,99,9999 9999 - (Misc. Incident): Female injured by city manhole,2812,,,-80.0651546472159,40.4297857799976
249444472,21062109,99,2021-04-11T21:35:00Z,2021,April,Sunday,09:35 PM,09 PM,"Liberty Ave & Market St Pittsburgh, PA 15222",N,Central Business District,2,FOUND PROPERTY,9489 Found Property,201,6,6,-80.0017977129819,40.4419317468602
249438969,21061908,99,2021-04-11T15:44:00Z,2021,April,Sunday,03:44 PM,03 PM,"9th St Brg & Fort Duquesne Blvd Pittsburgh, PA 15222",N,North Shore,2,AIDED CASE,9497 Aided Case / 9999 9999 - (Misc. Incident):,2205,6,6,-79.9990181954722,40.4451941710103
249445117,21061965,27,2021-04-11T17:21:00Z,2021,April,Sunday,05:21 PM,05 PM,"Browns Hill Rd & Hazelwood Ave Pittsburgh, PA 15217",N,Greenfield,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1517,5,3,-79.9271546755897,40.4196154373912
249445654,21062094,29,2021-04-11T21:09:00Z,2021,April,Sunday,09:09 PM,09 PM,"2800 Block Middletown Rd Pittsburgh, PA 15204",N,Sheraden,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,2022,2,5,-80.0608503118276,40.4469732723239
248367215,21051945,99,2021-03-27T22:28:00Z,2021,March,Saturday,10:28 PM,10 PM,"5600 Block Callowhill St Pittsburgh, PA 15206",N,Highland Park,5,ACCIDENTAL FIRE,9018 Accidental Fire,1102,7,2,-79.9228292606451,40.4786899131583
248380908,21052181,10,2021-03-28T07:03:00Z,2021,March,Sunday,07:03 AM,07 AM,"300 Block Flowers Ave Pittsburgh, PA 15207",N,Hazelwood,4,TERRORISTIC THREATS,2706 Terroristic Threats.,1515,5,3,-79.9405634200279,40.4108662860762
248388855,21052311,11,2021-03-28T13:05:00Z,2021,March,Sunday,01:05 PM,01 PM,"7700 Block Baxter St Pittsburgh, PA 15221",N,Homewood North,5,CREDIT CARDS,4106 Access Device Fraud,1301,9,2,-79.887609829232,40.4563214606843
248391351,21052313,14,2021-03-28T12:30:00Z,2021,March,Sunday,12:30 PM,12 PM,"600 Block St James St Pittsburgh, PA 15232",N,Shadyside,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",703,8,2,-79.9377474681726,40.4523672341421
248469358,21053142,10,2021-03-29T19:30:00Z,2021,March,Monday,07:30 PM,07 PM,"4600 Block Plummer St Pittsburgh, PA 15201",Y,Central Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault.,901,7,2,-79.9600054374998,40.4738178411104
-3320023239,21061190,0,2021-04-10T14:50:00Z,2021,April,Saturday,02:50 PM,02 PM,"5400 Block Columbo St Pittsburgh, PA 15206",Y,Garfield,5,99,3353 Prohibitions in Specified Places. / 7721 Operation on Streets and Highways,1114,9,2,-79.9339904815497,40.4686619846995
-2945010146,21061698,27,2021-04-11T08:00:00Z,2021,April,Sunday,08:00 AM,08 AM,"50 Block Craighead St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1807,3,5,-79.998555935552,40.4243793295919
247741945,21046698,10,2021-03-20T02:30:00Z,2021,March,Saturday,02:30 AM,02 AM,"6600 Block Lyric St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT,2701 Simple Assault. / 5503 Disorderly Conduct. / 607.03 Discharging Firearm or Airgun / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1203,9,2,-79.9052006366562,40.4646420014872
248177265,21049826,6,2021-03-24T22:40:00Z,2021,March,Wednesday,10:40 PM,10 PM,"Fullerton St & Bedford Ave Pittsburgh, PA 15219",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle,201,6,6,-79.989914354978,40.4432217716357
248252151,21050389,99,2021-03-25T20:10:00Z,2021,March,Thursday,08:10 PM,08 PM,"1100 Block Woodland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,AIDED CASE,9497 Aided Case,2715,1,1,-80.0262036725574,40.4701311113412
248466454,21053035,0,2021-03-29T18:29:00Z,2021,March,Monday,06:29 PM,06 PM,"100 Block South Commons Pittsburgh, PA 15212",Y,Allegheny Center,1,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2204,1,1,-80.0051923989784,40.4510114242591
249098455,21058567,99,2021-04-07T01:55:00Z,2021,April,Wednesday,01:55 AM,01 AM,"200 Block E Elizabeth St Pittsburgh, PA 15207",N,Hazelwood,4,AIDED CASE,9497 Aided Case,1515,5,3,-79.9413680299738,40.4071916178704
249514964,21062599,4,2021-04-12T17:08:00Z,2021,April,Monday,05:08 PM,05 PM,"3400 Block Milwaukee St Pittsburgh, PA 15219",Y,Upper Hill,2,AGG-ASSAULT,2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement.,506,6,3,-79.9612960010175,40.4541523992367
249518554,21062659,27,2021-04-12T17:10:00Z,2021,April,Monday,05:10 PM,05 PM,"Murray Ave & Aylesboro Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1403,5,3,-79.9230677606001,40.4398008042462
249523593,21062667,10,2021-04-12T18:00:00Z,2021,April,Monday,06:00 PM,06 PM,"3900 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,HARRASSMENT,2709 Harassment (Non-Specific),2701,1,1,-80.0376742729702,40.4872458760141
249524007,21062694,0,2021-04-11T20:00:00Z,2021,April,Sunday,08:00 PM,08 PM,"Stayton St & Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9134 Pedestrian Hit by Vehicle/Non-Reportable Accident,2715,1,1,-80.0286383983515,40.4734578543409
249525306,21062711,27,2021-04-12T17:30:00Z,2021,April,Monday,05:30 PM,05 PM,"200 Block Steuben St Pittsburgh, PA 15220",N,West End,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2019,2,5,-80.0361576913681,40.4415082123659
